#s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
0.0,89665.44196059382,43125.61447727014,-0.8683274209497469,0.4959914213237574,1.5,0.0
0.0,89663.70332410357,43122.66635452582,-0.965770706138885,0.2593971034122904,1.5,0.0
0.0,89660.83079425011,43121.00331092646,-0.958760558299818,0.28421504507787987,1.5,0.0
0.0,89657.80707861489,43119.037895763584,-0.9705122143351904,0.2410519483974468,1.5,0.0
0.0,89653.95184118,43116.99688770982,0.9953877060263016,0.0959339079350832,1.5,0.0
0.0,89650.61527763396,43117.64606331011,0.9868796805156107,0.16145741291562324,2.0,0.0
0.0,89647.04114078643,43118.84771276746,0.9828388597749671,0.18446619125531533,8.333333333333334,0.0
0.0,89644.45593458207,43119.85356517503,0.9828388597749282,0.18446619125552244,8.333333333333334,0.0
0.0,89642.08375731178,43120.77653225382,0.9801146773240839,0.19843190089778148,8.333333333333334,0.0
0.0,89638.68207722215,43122.21279718054,0.9622001654295769,0.27234324233822105,8.333333333333334,0.0
0.0,89636.71666205926,43123.42228343462,0.9656057545943877,0.2600106280408611,8.333333333333334,0.0
0.0,89634.37328244197,43124.78295547046,0.9225056094289749,0.38598367915246845,8.333333333333334,0.0
0.0,89632.69193766383,43126.48851578403,0.8807548517288327,0.47357247719448603,8.333333333333334,0.0
0.0,89630.54143781093,43129.74162241264,0.8807548517287003,0.4735724771947322,8.333333333333334,0.0
0.0,89628.3148229,43133.1098699,0.8876786755288125,0.4604634285276228,8.333333333333334,0.0
0.0,89626.5962446,43135.5491846,0.8865758413551225,0.4625832655052025,8.333333333333334,0.0
